 5526230106 312 1.4124    21772322  2  2     31       2    2332452133245323411121      1     12    11 212        41 1           1 53  5126554 3886
 5522730 97 312  .9554    21111112  3  2     32       3    4111111111111123411121      2     12    11 212        61 1           1 32  1123334 3867
 5522330 68 312 1.6524    11445254  3        21       1    1221241122124211132211      1     2     12 211        11 1           1 32  2123431 3054
 5521530 27 312  .9944    21555232  6  1     31       1    2322342132234211122121      1     21    21 211        11 1           1 53  3126551 3444
 5521230106 312 1.4304    21553342  5  2     31       2    2322342132234323332221      1     22    23 221        92 1           1 53  5126554 3886
 5520730 27 312  .9484    11665332  5  1     21       2    1322352132235311122121      1     21    11 221        91 1           1 53  3126551 3444
 5514930 38 312  .8114    21113313  5  2     22       1    4111111111111323311111      1     22    19 211        49 1           1 32  1123341 3840
 5514830 38 312  .8114    21113313  5  2     22       1    4111111111111323311111      1     22    19 211        49 1           1 32  1123341 3840
 5512630 97 312  .9284    11334342  3  2     31       2    1221231122123312232221      1     22    13 211        12 1           1 32  1123334 3867
 5511730 14 312  .7814    21444321  3  1     31       3    2221241122124312211122      2     11    12 222        91 1           1 53  3125554 3743
 5511230 38 312  .7884    11554344  3  2     22       1    3322342132234312232211      1     22    13 212        12 1           1 32  1123341 3840
 5510330 69 312  .6954    11443323  9  2     22       5    3221241122124323311111      3     22    11 241        91 2           1 32  4123332 3055
 5510030 30 312  .7854    11112321  3  2     22       2    3111111111111323411122      1     12    13 212        52 1           1 32  1123333 3042
 5509930 30 312  .7854    11112321  3  2     22       2    3111111111111323411122      1     12    13 212        52 1           1 32  1123333 3042
 5506930 38 312  .8264    21443343  5  2     22       5    4221241122124323332211      3     22    23 212        52 1           1 32  1123341 3840
 5505130 30 312  .8374    21333331  3  2     91       3    2221231122123323322122      2     22    13 222        92 1           1 32  1123333 3042
 5504830 85 312 1.1404    214442 4  5  2     31       1    22212411221242122   11      1     22    13 211        52 1           1 32  5123231 3862
 5502630 13 312  .7924    21884332  3  2     32       2    4432462243246312222121      1     22    21 212        91 1           1 32  4125441 3036
 5502530 13 312  .7924    21884332  3  2     32       2    4432462243246312222121      1     22    21 212        91 1           1 32  4125441 3036
 5499830 13 312  .7654    11555221  5  1     21       1    1322342132234211111122      1     11    13 211        42 1           1 32  4125441 3036
 5499430113 312  .8694    218833 2  2  2     22       4    44324622432463233   21      3      2    21 212        11 1           1 53  3125554 3470
 5499030 98 312 1.2704    11885322  3  1     31       3    1432462243246311111121      2     11    21 211        21 1           1 32  4123332 3079
 5498430 47 312  .8774    11662334  2  2     21       4    1322352132235323422111      3     22    11 221        51 1           1 43  3123553 3431
 5493230 13 312  .7514    11114233  3  2     32       2    3111111111111212222111      1     22    23 211        52 1           1 32  4125441 3036
 5493130 30 312  .7994    116652 4  9  2     91       2    13223521322352111   11      1     22    21 211        91 1           1 32  1123333 3042
 5482930 99 312 1.1734    21885222  3  2     31       1    2432462243246211111121      1     12    21 212        51 1           1 53  5125553 3269
 5481430 49 312 1.0454    21883332  3  2     31       3    2432462243246323322121      2     22    11 212        11 1           1 43  5123553 3246
 5479430 52 312  .6584    21554232  5        31       1    2322342132234212222121      1     2     11 211        11 1           1 32  4123342 3051
 5474430 49 312 1.0594    21553231  3  2     21       3    2322342132234223322122      2     22    11 222        11 1           1 43  5123553 3246
 5472730 58 312  .7814    21113323  5  2     22       4    4111111111111323311111      3     22    13 211        12 1           1 21  2122112 3104
 5471530110 312  .6334    11113342  5  2     32       3    3111111111111323332221      2     22    23 212        42 1           1 32  4125442 3281
 5470830 10 312  .8294    11773342  3  1     31       3    1332452133245323332221      2     21    12 212        51 1           1 53  3123551 3304
 5470530 94 312  .7634    11662333  3  2     31       4    1322352132235323422111      3     22    21 222        11 1           1 53  3125553 3461
 5466030 58 312  .7594    11664332  3  2     31       2    1322352132235312222121      1     22    13 211        22 1           1 21  2122112 3104
 5463730 94 312  .7504    11223231  3  1     11       3    1111121111112223322122      2     21    11 212        51 1           1 53  3125553 3461
 5461230 58 312  .7494    117742 2  3  2     31       1    13324521332452122   21      1      2    13 212        12 1           1 21  2122112 3104
 5460730  8 312 2.8444    11333244  5  2     31       3    1221231122123223332211      2     22    21 211        61 1           1 32  2123421 3110
 5458730 37 312  .7994    11115342  3  2     22       1    3111111111111311132221      1     22    13 212        12 1           1 32  4123322 3045
 5456130 43 312  .8124    11664343  5  2     31       4    1322352132235312232211      3     22    11 221        91 1           1 32  2123341 3049
 5454630 43 312  .8124    11555234  5  1     21       2    1322342132234211122111      1     21    11 211        11 1           1 32  2123341 3049
 5453630 22 212 1.2494    11444333  3  2     31       3    1221241122124312222111      2     22    12 222        51 1           1 32  4123332 3038
 5452430 22 212 1.3094    21444323  3  2     12       3    4221241122124312211111      2     22    13 211        32 1           1 32  4123332 3038
 5452330 53 212 1.3494    21113332  3  2     32       3    4111111111111323322121      2     22    13 222        52 1           1 32  4123431 3053
 5452230 53 212 1.3494    21113332  3  2     32       3    4111111111111323322121      2     22    13 222        52 1           1 32  4123431 3053
 5452130 22 212 1.2334    11883114  5  2     92       2    3432462243246123311111      1     22    21 232        91 2           1 32  4123332 3038
 5447130114 212  .7604    11884222  9  2     21       3    1432462243246212211121      2     12    11 219        91 1           1 32  4123441 3087
 5442430114 212  .7564    11113312  3  2     22       4    3111111111111323311121      3     12    13 222        52 1           1 32  4123441 3087
 5442130 48 212  .6164    1122 442  3  2     22       2    31111211111123   32221      1     22    22 212        61 1           1 32  4123332 3848
